organization_id,industry_type,industry,segment_size,segment_growth_potential
org_47054,Technology,it_telecom,(1) micro,(1) low
org_62058,E-commerce,mercury_retail_wholesale,(1) micro,(1) low
org_36706,E-commerce,mercury_online_retailer_amazon,(1) micro,(1) low
org_45941,E-commerce,mercury_retail_wholesale,(1) micro,(1) low
org_7192,E-commerce,shipping_warehousing,(1) micro,(1) low
org_8648,Technology,mercury_artificial_intelligence,(1) micro,(2) high
org_44695,Technology,it_telecom,(1) micro,(1) low
org_8110,E-commerce,mercury_retail_wholesale,(1) micro,(1) low
org_53197,Consulting and Marketing,mercury_consulting_financial,(1) micro,(1) low
org_46565,E-commerce,mercury_retail_wholesale,(1) micro,(1) low
org_28959,E-commerce,mercury_retail_wholesale,(1) micro,(1) low
org_15199,Consulting and Marketing,mercury_marketing,(1) micro,(1) low
org_30683,Technology,it_telecom,(1) micro,(1) low
org_34416,E-commerce,mercury_retail_wholesale,(1) micro,(1) low
org_26193,E-commerce,mercury_online_retailer_amazon,(1) micro,(1) low
org_52203,Consulting and Marketing,mercury_consulting_financial,(1) micro,(1) low
org_27305,Technology,mercury_developer_tools,(1) micro,(2) high
org_32608,Consulting and Marketing,mercury_consulting_strategy,(1) micro,(1) low
org_61124,E-commerce,mercury_online_retailer_amazon,(1) micro,(1) low
org_57111,Consulting and Marketing,mercury_marketing,(1) micro,(1) low
org_47215,E-commerce,mercury_online_retailer_shopify,(1) micro,(1) low
org_7803,Consulting and Marketing,mercury_marketing,(1) micro,(1) low
org_52708,E-commerce,mercury_retail_wholesale,(1) micro,(1) low
org_4764,Consulting and Marketing,professional_services,(1) micro,(1) low
org_55979,Technology,mercury_artificial_intelligence,(1) micro,(2) high
org_37619,Technology,it_telecom,(1) micro,(1) low
org_52618,E-commerce,mercury_retail_wholesale,(1) micro,(1) low
org_15527,Consulting and Marketing,mercury_consulting_strategy,(1) micro,(1) low
org_2322,Technology,mercury_software,(1) micro,(2) high
org_27790,E-commerce,beauty_cosmetics,(1) micro,(1) low
org_22139,E-commerce,beauty_cosmetics,(1) micro,(1) low
org_6012,Consulting and Marketing,mercury_advertising,(1) micro,(2) high
org_15796,Consulting and Marketing,professional_services,(1) micro,(1) low
org_50323,E-commerce,mercury_online_retailer_amazon,(1) micro,(1) low
org_7080,Consulting and Marketing,mercury_marketing,(1) micro,(1) low
org_16618,E-commerce,mercury_retail_wholesale,(1) micro,(1) low
org_63503,E-commerce,mercury_retail_wholesale,(1) micro,(1) low
org_45353,Technology,it_telecom,(1) micro,(1) low
org_2880,E-commerce,mercury_online_retailer_amazon,(1) micro,(1) low
org_62910,Consulting and Marketing,mercury_marketing,(1) micro,(1) low
org_59497,E-commerce,mercury_online_retailer_shopify,(1) micro,(1) low
org_56548,E-commerce,mercury_retail_wholesale,(1) micro,(1) low
org_58681,E-commerce,mercury_online_retailer_amazon,(1) micro,(1) low
org_24514,Technology,it_telecom,(1) micro,(1) low
org_25523,Consulting and Marketing,mercury_marketing,(1) micro,(1) low
org_54662,Technology,mercury_b2b,(1) micro,(2) high
org_35841,Consulting and Marketing,mercury_advertising,(1) micro,(1) low
org_36255,E-commerce,mercury_online_retailer_shopify,(1) micro,(1) low
org_2185,E-commerce,mercury_online_retailer_amazon,(1) micro,(1) low
org_16442,E-commerce,mercury_online_retailer_shopify,(1) micro,(1) low
org_19832,Consulting and Marketing,mercury_marketing,(1) micro,(1) low
org_51617,Technology,mercury_b2b,(1) micro,(2) high
org_56928,Technology,mercury_artificial_intelligence,(1) micro,(2) high
org_41211,E-commerce,mercury_online_retailer_shopify,(1) micro,(1) low
org_56032,E-commerce,beauty_cosmetics,(1) micro,(1) low
org_29012,E-commerce,mercury_online_retailer_amazon,(1) micro,(1) low
org_22769,E-commerce,mercury_online_retailer_amazon,(1) micro,(1) low
org_29982,E-commerce,shipping_warehousing,(1) micro,(1) low
org_48765,E-commerce,mercury_retail_wholesale,(1) micro,(1) low
org_44138,Consulting and Marketing,mercury_consulting_financial,(1) micro,(1) low
org_22368,E-commerce,mercury_online_retailer_amazon,(1) micro,(1) low
org_3649,E-commerce,mercury_online_retailer_shopify,(1) micro,(1) low
org_50755,E-commerce,mercury_online_retailer_shopify,(1) micro,(1) low
org_29355,E-commerce,mercury_retail_wholesale,(1) micro,(1) low
org_41940,Consulting and Marketing,mercury_advertising,(1) micro,(1) low
org_32951,E-commerce,mercury_retail_wholesale,(1) micro,(1) low
org_44364,E-commerce,mercury_online_retailer_amazon,(1) micro,(1) low
org_59314,E-commerce,mercury_online_retailer_amazon,(1) micro,(1) low
