session_id,user_id,session_start,session_end,session_date,event_count
sess_01862,user_0247,2024-05-22 08:57:00,2024-05-22 09:29:00,2024-05-22,8
sess_01863,user_0247,2024-05-23 08:43:00,2024-05-23 08:48:00,2024-05-23,8
sess_01864,user_0247,2024-12-08 09:39:00,2024-12-08 10:01:00,2024-12-08,6
sess_01865,user_0247,2024-03-29 14:43:00,2024-03-29 16:50:00,2024-03-29,8
sess_01866,user_0247,2024-11-10 11:07:00,2024-11-10 12:31:00,2024-11-10,8
sess_01867,user_0247,2024-05-06 10:36:00,2024-05-06 10:36:00,2024-05-06,2
sess_01868,user_0247,2024-09-14 15:00:00,2024-09-14 15:05:00,2024-09-14,6
sess_01869,user_0247,2024-09-13 14:29:00,2024-09-13 14:32:00,2024-09-13,8
sess_01870,user_0247,2024-09-01 13:23:00,2024-09-01 13:45:00,2024-09-01,2
sess_01871,user_0247,2024-06-22 12:41:00,2024-06-22 13:10:00,2024-06-22,2
sess_01872,user_0247,2024-08-31 11:43:00,2024-08-31 11:49:00,2024-08-31,4
sess_01873,user_0247,2024-08-07 08:19:00,2024-08-07 08:39:00,2024-08-07,7
sess_01874,user_0247,2024-08-28 10:27:00,2024-08-28 11:23:00,2024-08-28,8
sess_01875,user_0247,2024-08-06 18:35:00,2024-08-06 19:14:00,2024-08-06,7
sess_01876,user_0247,2024-03-04 16:47:00,2024-03-04 17:08:00,2024-03-04,5
sess_01877,user_0248,2024-06-12 19:19:00,2024-06-12 19:30:00,2024-06-12,8
sess_01878,user_0249,2024-06-22 19:18:00,2024-06-22 19:26:00,2024-06-22,5
sess_01879,user_0249,2024-07-15 11:16:00,2024-07-15 11:19:00,2024-07-15,3
sess_01880,user_0249,2024-11-15 13:54:00,2024-11-15 14:04:00,2024-11-15,7
sess_01881,user_0249,2024-09-15 20:46:00,2024-09-15 20:59:00,2024-09-15,5
sess_01882,user_0249,2024-08-29 17:45:00,2024-08-29 18:10:00,2024-08-29,7
sess_01883,user_0249,2024-09-16 12:25:00,2024-09-16 12:35:00,2024-09-16,3
sess_01884,user_0250,2024-12-26 11:57:00,2024-12-26 12:23:00,2024-12-26,4
sess_01885,user_0250,2024-12-24 08:34:00,2024-12-24 08:37:00,2024-12-24,7
sess_01886,user_0250,2024-12-23 10:48:00,2024-12-23 11:00:00,2024-12-23,5
sess_01887,user_0250,2024-12-25 12:54:00,2024-12-25 12:54:00,2024-12-25,5
sess_01888,user_0250,2024-12-21 10:15:00,2024-12-21 10:20:00,2024-12-21,4
sess_01889,user_0250,2024-12-16 12:03:00,2024-12-16 12:30:00,2024-12-16,7
sess_01890,user_0250,2024-12-16 12:49:00,2024-12-16 14:19:00,2024-12-16,4
sess_01891,user_0250,2024-12-26 11:42:00,2024-12-26 11:43:00,2024-12-26,8
sess_01892,user_0250,2024-12-29 13:58:00,2024-12-29 14:06:00,2024-12-29,3
sess_01893,user_0250,2024-12-30 15:05:00,2024-12-30 15:38:00,2024-12-30,6
sess_01894,user_0250,2024-12-21 19:57:00,2024-12-21 20:00:00,2024-12-21,3
sess_01895,user_0250,2024-12-21 12:54:00,2024-12-21 13:11:00,2024-12-21,7
sess_01896,user_0250,2024-12-13 19:33:00,2024-12-13 19:59:00,2024-12-13,5
sess_01897,user_0250,2024-12-17 17:27:00,2024-12-17 17:42:00,2024-12-17,3
sess_01898,user_0251,2024-08-18 12:58:00,2024-08-18 13:02:00,2024-08-18,2
sess_01899,user_0251,2024-12-29 19:22:00,2024-12-29 19:38:00,2024-12-29,8
sess_01900,user_0251,2024-08-01 08:01:00,2024-08-01 08:46:00,2024-08-01,3
sess_01901,user_0251,2024-08-06 12:11:00,2024-08-06 12:38:00,2024-08-06,4
sess_01902,user_0251,2024-12-22 12:14:00,2024-12-22 12:14:00,2024-12-22,6
sess_01903,user_0251,2024-09-01 08:12:00,2024-09-01 08:44:00,2024-09-01,2
sess_01904,user_0251,2024-10-17 13:45:00,2024-10-17 13:45:00,2024-10-17,3
sess_01905,user_0251,2024-07-27 17:41:00,2024-07-27 18:21:00,2024-07-27,3
sess_01906,user_0251,2024-10-17 10:46:00,2024-10-17 10:53:00,2024-10-17,4
sess_01907,user_0251,2024-08-27 10:09:00,2024-08-27 12:10:00,2024-08-27,7
sess_01908,user_0251,2024-07-21 12:23:00,2024-07-21 12:40:00,2024-07-21,8
sess_01909,user_0251,2024-11-27 13:02:00,2024-11-27 13:15:00,2024-11-27,5
sess_01910,user_0251,2024-08-01 16:11:00,2024-08-01 16:16:00,2024-08-01,5
sess_01911,user_0251,2024-09-10 14:02:00,2024-09-10 14:10:00,2024-09-10,2
sess_01912,user_0251,2024-08-29 14:06:00,2024-08-29 15:16:00,2024-08-29,4
sess_01913,user_0251,2024-12-29 10:45:00,2024-12-29 12:15:00,2024-12-29,2
sess_01914,user_0251,2024-12-29 14:59:00,2024-12-29 15:16:00,2024-12-29,7
sess_01915,user_0251,2024-09-26 10:09:00,2024-09-26 10:26:00,2024-09-26,3
sess_01916,user_0251,2024-08-31 19:32:00,2024-08-31 20:00:00,2024-08-31,2
sess_01917,user_0251,2024-10-03 12:09:00,2024-10-03 13:21:00,2024-10-03,4
sess_01918,user_0251,2024-12-29 10:11:00,2024-12-29 10:45:00,2024-12-29,7
sess_01919,user_0251,2024-10-15 11:23:00,2024-10-15 11:41:00,2024-10-15,7
sess_01920,user_0251,2024-08-19 16:03:00,2024-08-19 16:20:00,2024-08-19,4
sess_01921,user_0251,2024-09-19 08:31:00,2024-09-19 09:16:00,2024-09-19,7
sess_01922,user_0251,2024-07-24 18:04:00,2024-07-24 18:04:00,2024-07-24,3
sess_01923,user_0251,2024-08-04 16:50:00,2024-08-04 17:22:00,2024-08-04,4
sess_01924,user_0251,2024-11-19 18:23:00,2024-11-19 18:38:00,2024-11-19,5
sess_01925,user_0251,2024-10-10 12:36:00,2024-10-10 13:11:00,2024-10-10,2
sess_01926,user_0251,2024-08-07 13:05:00,2024-08-07 13:08:00,2024-08-07,5
sess_01927,user_0251,2024-10-16 13:27:00,2024-10-16 13:56:00,2024-10-16,4
sess_01928,user_0251,2024-10-25 17:13:00,2024-10-25 17:37:00,2024-10-25,6
sess_01929,user_0251,2024-08-05 15:51:00,2024-08-05 16:14:00,2024-08-05,2
sess_01930,user_0251,2024-09-02 14:10:00,2024-09-02 14:12:00,2024-09-02,7
sess_01931,user_0251,2024-08-12 10:19:00,2024-08-12 10:38:00,2024-08-12,2
sess_01932,user_0251,2024-11-08 17:25:00,2024-11-08 17:54:00,2024-11-08,5
sess_01933,user_0251,2024-12-01 15:13:00,2024-12-01 15:31:00,2024-12-01,2
sess_01934,user_0251,2024-11-21 11:05:00,2024-11-21 11:40:00,2024-11-21,8
sess_01935,user_0251,2024-12-15 16:34:00,2024-12-15 17:15:00,2024-12-15,6
sess_01936,user_0251,2024-09-12 18:43:00,2024-09-12 19:43:00,2024-09-12,6
sess_01937,user_0251,2024-10-26 13:19:00,2024-10-26 13:28:00,2024-10-26,3
sess_01938,user_0251,2024-12-16 18:21:00,2024-12-16 19:13:00,2024-12-16,3
sess_01939,user_0251,2024-08-30 09:37:00,2024-08-30 09:52:00,2024-08-30,2
sess_01940,user_0251,2024-10-18 15:51:00,2024-10-18 15:53:00,2024-10-18,5
sess_01941,user_0251,2024-10-01 15:00:00,2024-10-01 15:01:00,2024-10-01,7
sess_01942,user_0251,2024-10-08 16:42:00,2024-10-08 16:57:00,2024-10-08,8
sess_01943,user_0251,2024-10-08 09:26:00,2024-10-08 10:26:00,2024-10-08,8
sess_01944,user_0251,2024-11-02 11:22:00,2024-11-02 12:03:00,2024-11-02,4
sess_01945,user_0251,2024-10-27 12:36:00,2024-10-27 13:22:00,2024-10-27,3
sess_01946,user_0252,2024-05-06 18:36:00,2024-05-06 18:51:00,2024-05-06,7
sess_01947,user_0252,2024-09-16 17:29:00,2024-09-16 17:41:00,2024-09-16,7
sess_01948,user_0252,2024-11-02 14:43:00,2024-11-02 14:45:00,2024-11-02,3
sess_01949,user_0252,2024-04-20 13:39:00,2024-04-20 13:45:00,2024-04-20,4
sess_01950,user_0252,2024-08-29 17:25:00,2024-08-29 17:35:00,2024-08-29,4
sess_01951,user_0252,2024-08-27 20:16:00,2024-08-27 20:17:00,2024-08-27,8
sess_01952,user_0252,2024-12-27 17:37:00,2024-12-27 17:41:00,2024-12-27,3
sess_01953,user_0252,2024-07-21 12:37:00,2024-07-21 12:54:00,2024-07-21,5
sess_01954,user_0252,2024-07-24 08:33:00,2024-07-24 09:01:00,2024-07-24,7
sess_01955,user_0253,2024-12-08 19:59:00,2024-12-08 21:03:00,2024-12-08,3
sess_01956,user_0253,2024-12-19 17:54:00,2024-12-19 18:24:00,2024-12-19,4
sess_01957,user_0253,2024-08-10 20:36:00,2024-08-10 20:48:00,2024-08-10,5
sess_01958,user_0253,2024-08-19 15:20:00,2024-08-19 15:26:00,2024-08-19,4
sess_01959,user_0254,2024-12-19 13:30:00,2024-12-19 13:51:00,2024-12-19,8
sess_01960,user_0254,2024-12-26 14:54:00,2024-12-26 15:22:00,2024-12-26,4
sess_01961,user_0254,2024-12-15 17:03:00,2024-12-15 17:05:00,2024-12-15,8
sess_01962,user_0254,2024-12-22 13:54:00,2024-12-22 14:04:00,2024-12-22,5
sess_01963,user_0254,2024-12-26 13:40:00,2024-12-26 14:18:00,2024-12-26,7
sess_01964,user_0254,2024-12-10 12:45:00,2024-12-10 12:54:00,2024-12-10,4
sess_01965,user_0254,2024-12-18 14:24:00,2024-12-18 14:38:00,2024-12-18,3
sess_01966,user_0254,2024-12-25 16:23:00,2024-12-25 16:34:00,2024-12-25,2
sess_01967,user_0254,2024-12-13 11:53:00,2024-12-13 11:57:00,2024-12-13,5
sess_01968,user_0254,2024-12-22 12:11:00,2024-12-22 12:19:00,2024-12-22,4
sess_01969,user_0255,2024-08-27 19:37:00,2024-08-27 19:41:00,2024-08-27,5
sess_01970,user_0256,2024-10-14 19:45:00,2024-10-14 19:45:00,2024-10-14,3
sess_01971,user_0256,2024-12-22 08:09:00,2024-12-22 08:09:00,2024-12-22,8
sess_01972,user_0256,2024-08-04 12:13:00,2024-08-04 12:51:00,2024-08-04,8
sess_01973,user_0256,2024-12-16 17:17:00,2024-12-16 17:22:00,2024-12-16,5
sess_01974,user_0256,2024-09-04 11:12:00,2024-09-04 11:24:00,2024-09-04,3
sess_01975,user_0256,2024-09-23 08:08:00,2024-09-23 08:12:00,2024-09-23,2
sess_01976,user_0256,2024-12-19 09:13:00,2024-12-19 09:59:00,2024-12-19,3
sess_01977,user_0256,2024-09-14 12:26:00,2024-09-14 12:31:00,2024-09-14,5
sess_01978,user_0257,2024-10-05 14:09:00,2024-10-05 14:16:00,2024-10-05,8
sess_01979,user_0257,2024-11-26 13:13:00,2024-11-26 13:28:00,2024-11-26,2
sess_01980,user_0257,2024-07-29 11:47:00,2024-07-29 12:09:00,2024-07-29,6
sess_01981,user_0258,2024-08-06 08:08:00,2024-08-06 08:10:00,2024-08-06,6
sess_01982,user_0259,2024-10-15 18:51:00,2024-10-15 19:07:00,2024-10-15,3
sess_01983,user_0259,2024-10-02 15:52:00,2024-10-02 15:59:00,2024-10-02,7
sess_01984,user_0259,2024-12-22 15:20:00,2024-12-22 15:27:00,2024-12-22,8
sess_01985,user_0259,2024-11-10 18:34:00,2024-11-10 18:35:00,2024-11-10,3
sess_01986,user_0259,2024-12-20 15:40:00,2024-12-20 15:40:00,2024-12-20,3
sess_01987,user_0259,2024-10-03 10:09:00,2024-10-03 10:21:00,2024-10-03,3
sess_01988,user_0260,2024-09-18 14:25:00,2024-09-18 14:33:00,2024-09-18,8
sess_01989,user_0260,2024-07-01 15:36:00,2024-07-01 15:43:00,2024-07-01,8
sess_01990,user_0261,2024-07-07 11:44:00,2024-07-07 11:58:00,2024-07-07,4
sess_01991,user_0261,2024-07-15 15:54:00,2024-07-15 16:04:00,2024-07-15,2
sess_01992,user_0262,2024-06-16 17:09:00,2024-06-16 17:10:00,2024-06-16,4
sess_01993,user_0263,2024-12-06 17:20:00,2024-12-06 17:32:00,2024-12-06,7
sess_01994,user_0263,2024-12-31 14:47:00,2024-12-31 14:48:00,2024-12-31,4
sess_01995,user_0263,2024-12-06 08:23:00,2024-12-06 08:40:00,2024-12-06,8
sess_01996,user_0263,2024-12-22 20:16:00,2024-12-22 20:29:00,2024-12-22,6
sess_01997,user_0263,2024-12-07 12:18:00,2024-12-07 12:41:00,2024-12-07,2
sess_01998,user_0264,2024-11-23 16:53:00,2024-11-23 16:53:00,2024-11-23,6
sess_01999,user_0264,2024-12-13 08:51:00,2024-12-13 08:51:00,2024-12-13,3
sess_02000,user_0264,2024-12-02 20:32:00,2024-12-02 20:38:00,2024-12-02,7
sess_02001,user_0264,2024-11-07 14:27:00,2024-11-07 14:33:00,2024-11-07,7
sess_02002,user_0264,2024-12-11 15:30:00,2024-12-11 15:35:00,2024-12-11,4
sess_02003,user_0264,2024-10-17 14:05:00,2024-10-17 14:52:00,2024-10-17,5
sess_02004,user_0264,2024-11-01 08:41:00,2024-11-01 08:46:00,2024-11-01,4
sess_02005,user_0264,2024-10-29 09:20:00,2024-10-29 09:26:00,2024-10-29,8
sess_02006,user_0264,2024-12-28 14:14:00,2024-12-28 14:42:00,2024-12-28,5
sess_02007,user_0264,2024-11-21 18:48:00,2024-11-21 18:57:00,2024-11-21,3
sess_02008,user_0264,2024-11-26 18:16:00,2024-11-26 18:46:00,2024-11-26,6
sess_02009,user_0264,2024-10-28 11:41:00,2024-10-28 11:41:00,2024-10-28,6
sess_02010,user_0264,2024-11-12 19:54:00,2024-11-12 20:04:00,2024-11-12,3
sess_02011,user_0264,2024-11-03 09:53:00,2024-11-03 09:53:00,2024-11-03,3
sess_02012,user_0264,2024-12-19 18:58:00,2024-12-19 18:58:00,2024-12-19,2
sess_02013,user_0264,2024-12-09 16:26:00,2024-12-09 16:26:00,2024-12-09,1
sess_02014,user_0265,2024-11-21 09:48:00,2024-11-21 09:53:00,2024-11-21,6
sess_02015,user_0265,2024-12-15 12:19:00,2024-12-15 12:48:00,2024-12-15,8
sess_02016,user_0265,2024-12-22 15:40:00,2024-12-22 15:59:00,2024-12-22,6
sess_02017,user_0265,2024-12-15 18:25:00,2024-12-15 18:39:00,2024-12-15,4
sess_02018,user_0265,2024-11-29 11:18:00,2024-11-29 12:46:00,2024-11-29,7
sess_02019,user_0265,2024-12-03 10:01:00,2024-12-03 10:01:00,2024-12-03,4
sess_02020,user_0265,2024-12-07 16:13:00,2024-12-07 16:55:00,2024-12-07,8
sess_02021,user_0265,2024-12-30 15:09:00,2024-12-30 17:18:00,2024-12-30,8
sess_02022,user_0265,2024-11-27 18:10:00,2024-11-27 18:40:00,2024-11-27,6
sess_02023,user_0265,2024-12-18 14:26:00,2024-12-18 15:28:00,2024-12-18,2
sess_02024,user_0265,2024-11-24 08:22:00,2024-11-24 08:23:00,2024-11-24,3
sess_02025,user_0265,2024-12-25 14:12:00,2024-12-25 14:33:00,2024-12-25,8
sess_02026,user_0265,2024-12-24 11:35:00,2024-12-24 11:46:00,2024-12-24,7
sess_02027,user_0265,2024-12-27 20:39:00,2024-12-27 21:08:00,2024-12-27,2
sess_02028,user_0265,2024-12-25 19:27:00,2024-12-25 21:26:00,2024-12-25,3
sess_02029,user_0265,2024-12-05 10:54:00,2024-12-05 11:04:00,2024-12-05,6
sess_02030,user_0265,2024-12-21 14:57:00,2024-12-21 15:37:00,2024-12-21,7
sess_02031,user_0265,2024-12-20 09:15:00,2024-12-20 09:22:00,2024-12-20,5
sess_02032,user_0265,2024-12-03 10:42:00,2024-12-03 11:12:00,2024-12-03,6
sess_02033,user_0265,2024-12-25 16:46:00,2024-12-25 17:04:00,2024-12-25,3
sess_02034,user_0265,2024-12-29 19:54:00,2024-12-29 21:14:00,2024-12-29,2
sess_02035,user_0265,2024-11-22 14:57:00,2024-11-22 15:30:00,2024-11-22,5
sess_02036,user_0265,2024-12-31 19:23:00,2024-12-31 19:39:00,2024-12-31,8
sess_02037,user_0265,2024-11-25 17:08:00,2024-11-25 17:12:00,2024-11-25,5
sess_02038,user_0265,2024-12-23 19:07:00,2024-12-23 19:12:00,2024-12-23,4
sess_02039,user_0265,2024-12-06 16:44:00,2024-12-06 16:52:00,2024-12-06,4
sess_02040,user_0265,2024-11-22 19:52:00,2024-11-22 20:03:00,2024-11-22,7
sess_02041,user_0265,2024-12-01 17:55:00,2024-12-01 18:58:00,2024-12-01,4
sess_02042,user_0265,2024-12-04 12:39:00,2024-12-04 13:09:00,2024-12-04,6
sess_02043,user_0265,2024-12-08 18:27:00,2024-12-08 18:55:00,2024-12-08,7
sess_02044,user_0265,2024-12-08 18:30:00,2024-12-08 18:33:00,2024-12-08,3
sess_02045,user_0265,2024-12-10 09:48:00,2024-12-10 10:58:00,2024-12-10,5
sess_02046,user_0265,2024-11-21 16:50:00,2024-11-21 17:37:00,2024-11-21,6
sess_02047,user_0265,2024-12-30 17:18:00,2024-12-30 17:20:00,2024-12-30,5
sess_02048,user_0265,2024-12-23 12:07:00,2024-12-23 12:51:00,2024-12-23,5
sess_02049,user_0265,2024-12-31 13:13:00,2024-12-31 13:41:00,2024-12-31,5
sess_02050,user_0265,2024-12-09 20:37:00,2024-12-09 20:39:00,2024-12-09,6
sess_02051,user_0265,2024-12-01 18:40:00,2024-12-01 19:02:00,2024-12-01,6
sess_02052,user_0266,2024-11-23 10:29:00,2024-11-23 10:33:00,2024-11-23,2
sess_02053,user_0267,2024-02-29 08:53:00,2024-02-29 08:54:00,2024-02-29,6
sess_02054,user_0267,2024-05-21 08:35:00,2024-05-21 09:10:00,2024-05-21,6
sess_02055,user_0267,2024-10-31 16:15:00,2024-10-31 16:38:00,2024-10-31,6
sess_02056,user_0268,2024-07-10 10:59:00,2024-07-10 11:20:00,2024-07-10,5
sess_02057,user_0268,2024-12-27 13:46:00,2024-12-27 13:58:00,2024-12-27,5
sess_02058,user_0268,2024-08-28 08:58:00,2024-08-28 09:07:00,2024-08-28,4
sess_02059,user_0268,2024-11-28 11:52:00,2024-11-28 12:12:00,2024-11-28,5
sess_02060,user_0268,2024-11-12 20:30:00,2024-11-12 20:46:00,2024-11-12,7
sess_02061,user_0268,2024-07-15 08:07:00,2024-07-15 08:07:00,2024-07-15,7
sess_02062,user_0268,2024-09-20 12:16:00,2024-09-20 12:27:00,2024-09-20,3
sess_02063,user_0268,2024-10-15 15:17:00,2024-10-15 15:52:00,2024-10-15,7
sess_02064,user_0268,2024-07-16 14:09:00,2024-07-16 14:22:00,2024-07-16,8
sess_02065,user_0268,2024-08-11 13:59:00,2024-08-11 13:59:00,2024-08-11,5
sess_02066,user_0268,2024-09-29 11:13:00,2024-09-29 11:45:00,2024-09-29,7
sess_02067,user_0268,2024-10-14 12:34:00,2024-10-14 12:37:00,2024-10-14,4
sess_02068,user_0268,2024-10-26 13:10:00,2024-10-26 13:13:00,2024-10-26,2
sess_02069,user_0268,2024-09-25 08:31:00,2024-09-25 08:34:00,2024-09-25,6
sess_02070,user_0269,2024-12-18 08:00:00,2024-12-18 08:05:00,2024-12-18,7
sess_02071,user_0270,2024-05-22 20:40:00,2024-05-22 20:54:00,2024-05-22,3
sess_02072,user_0270,2024-06-08 16:41:00,2024-06-08 16:49:00,2024-06-08,6
sess_02073,user_0270,2024-07-04 16:20:00,2024-07-04 16:22:00,2024-07-04,3
sess_02074,user_0270,2024-04-18 18:53:00,2024-04-18 19:16:00,2024-04-18,4
sess_02075,user_0271,2024-11-01 13:39:00,2024-11-01 13:54:00,2024-11-01,2
sess_02076,user_0271,2024-10-13 08:33:00,2024-10-13 08:59:00,2024-10-13,8
sess_02077,user_0271,2024-10-04 15:14:00,2024-10-04 15:17:00,2024-10-04,8
sess_02078,user_0271,2024-12-18 19:18:00,2024-12-18 19:22:00,2024-12-18,2
sess_02079,user_0272,2024-12-20 20:36:00,2024-12-20 23:00:00,2024-12-20,5
sess_02080,user_0272,2024-09-17 11:31:00,2024-09-17 12:26:00,2024-09-17,6
sess_02081,user_0272,2024-10-09 09:55:00,2024-10-09 09:55:00,2024-10-09,8
sess_02082,user_0272,2024-11-02 15:32:00,2024-11-02 15:34:00,2024-11-02,6
sess_02083,user_0272,2024-10-23 11:00:00,2024-10-23 11:21:00,2024-10-23,4
sess_02084,user_0272,2024-07-10 13:11:00,2024-07-10 14:04:00,2024-07-10,2
sess_02085,user_0272,2024-10-06 13:53:00,2024-10-06 14:22:00,2024-10-06,7
sess_02086,user_0272,2024-11-15 09:22:00,2024-11-15 09:46:00,2024-11-15,5
sess_02087,user_0272,2024-10-29 09:47:00,2024-10-29 09:51:00,2024-10-29,5
sess_02088,user_0272,2024-11-21 09:19:00,2024-11-21 09:51:00,2024-11-21,3
sess_02089,user_0272,2024-11-25 17:16:00,2024-11-25 18:17:00,2024-11-25,5
sess_02090,user_0272,2024-11-18 17:50:00,2024-11-18 18:00:00,2024-11-18,2
sess_02091,user_0272,2024-11-07 17:35:00,2024-11-07 18:25:00,2024-11-07,4
sess_02092,user_0272,2024-08-22 18:45:00,2024-08-22 20:37:00,2024-08-22,4
sess_02093,user_0272,2024-10-06 18:33:00,2024-10-06 18:40:00,2024-10-06,4
sess_02094,user_0272,2024-12-29 16:49:00,2024-12-29 17:16:00,2024-12-29,6
sess_02095,user_0272,2024-08-06 16:58:00,2024-08-06 17:09:00,2024-08-06,4
sess_02096,user_0272,2024-11-04 10:33:00,2024-11-04 11:33:00,2024-11-04,7
sess_02097,user_0272,2024-11-20 15:46:00,2024-11-20 16:17:00,2024-11-20,6
sess_02098,user_0272,2024-12-04 17:58:00,2024-12-04 18:37:00,2024-12-04,8
sess_02099,user_0272,2024-08-30 13:51:00,2024-08-30 14:26:00,2024-08-30,2
sess_02100,user_0272,2024-08-15 14:31:00,2024-08-15 14:50:00,2024-08-15,8
sess_02101,user_0272,2024-12-04 08:13:00,2024-12-04 09:44:00,2024-12-04,6
sess_02102,user_0272,2024-11-18 11:39:00,2024-11-18 12:06:00,2024-11-18,5
sess_02103,user_0272,2024-06-29 19:50:00,2024-06-29 19:55:00,2024-06-29,6
sess_02104,user_0272,2024-09-26 13:09:00,2024-09-26 13:53:00,2024-09-26,6
sess_02105,user_0272,2024-09-27 09:40:00,2024-09-27 10:41:00,2024-09-27,8
sess_02106,user_0272,2024-12-13 14:01:00,2024-12-13 14:15:00,2024-12-13,7
sess_02107,user_0272,2024-11-07 10:54:00,2024-11-07 12:06:00,2024-11-07,6
sess_02108,user_0272,2024-12-26 14:02:00,2024-12-26 15:30:00,2024-12-26,6
sess_02109,user_0272,2024-12-24 09:02:00,2024-12-24 09:12:00,2024-12-24,4
sess_02110,user_0272,2024-12-23 15:13:00,2024-12-23 17:37:00,2024-12-23,5
sess_02111,user_0272,2024-10-04 10:58:00,2024-10-04 11:02:00,2024-10-04,5
sess_02112,user_0272,2024-10-04 17:15:00,2024-10-04 17:21:00,2024-10-04,3
sess_02113,user_0272,2024-07-09 19:00:00,2024-07-09 19:07:00,2024-07-09,7
sess_02114,user_0272,2024-09-06 15:42:00,2024-09-06 16:48:00,2024-09-06,3
sess_02115,user_0272,2024-09-28 11:37:00,2024-09-28 12:14:00,2024-09-28,5
sess_02116,user_0272,2024-07-23 09:24:00,2024-07-23 09:29:00,2024-07-23,4
sess_02117,user_0272,2024-07-28 16:58:00,2024-07-28 17:15:00,2024-07-28,3
sess_02118,user_0272,2024-07-01 10:34:00,2024-07-01 11:09:00,2024-07-01,6
sess_02119,user_0272,2024-09-07 10:33:00,2024-09-07 10:34:00,2024-09-07,2
sess_02120,user_0272,2024-08-28 09:52:00,2024-08-28 11:14:00,2024-08-28,7
sess_02121,user_0272,2024-09-14 18:57:00,2024-09-14 19:45:00,2024-09-14,3
sess_02122,user_0272,2024-12-03 12:26:00,2024-12-03 12:53:00,2024-12-03,8
sess_02123,user_0272,2024-07-28 15:13:00,2024-07-28 16:29:00,2024-07-28,2
sess_02124,user_0272,2024-10-09 11:27:00,2024-10-09 11:43:00,2024-10-09,3
sess_02125,user_0272,2024-08-29 18:17:00,2024-08-29 20:41:00,2024-08-29,5
sess_02126,user_0272,2024-08-17 08:36:00,2024-08-17 09:15:00,2024-08-17,5
sess_02127,user_0272,2024-12-18 20:55:00,2024-12-18 21:33:00,2024-12-18,7
sess_02128,user_0273,2024-12-31 20:17:00,2024-12-31 20:18:00,2024-12-31,8
sess_02129,user_0274,2024-11-02 12:56:00,2024-11-02 13:45:00,2024-11-02,3
sess_02130,user_0274,2024-11-29 09:50:00,2024-11-29 09:59:00,2024-11-29,2
sess_02131,user_0274,2024-09-16 20:46:00,2024-09-16 20:51:00,2024-09-16,8
sess_02132,user_0274,2024-11-15 15:13:00,2024-11-15 15:13:00,2024-11-15,6
sess_02133,user_0274,2024-09-01 14:18:00,2024-09-01 14:42:00,2024-09-01,8
sess_02134,user_0274,2024-12-15 09:22:00,2024-12-15 09:39:00,2024-12-15,3
sess_02135,user_0274,2024-08-25 16:08:00,2024-08-25 16:43:00,2024-08-25,5
sess_02136,user_0274,2024-09-14 09:41:00,2024-09-14 10:48:00,2024-09-14,8
sess_02137,user_0274,2024-07-10 12:48:00,2024-07-10 12:49:00,2024-07-10,4
sess_02138,user_0274,2024-11-12 19:37:00,2024-11-12 20:17:00,2024-11-12,8
sess_02139,user_0274,2024-09-08 16:41:00,2024-09-08 16:44:00,2024-09-08,2
sess_02140,user_0274,2024-12-13 12:06:00,2024-12-13 13:04:00,2024-12-13,7
sess_02141,user_0274,2024-11-28 15:09:00,2024-11-28 15:59:00,2024-11-28,7
sess_02142,user_0274,2024-07-29 15:53:00,2024-07-29 16:13:00,2024-07-29,4
sess_02143,user_0274,2024-12-21 18:13:00,2024-12-21 18:41:00,2024-12-21,3
sess_02144,user_0274,2024-12-15 08:02:00,2024-12-15 08:10:00,2024-12-15,3
sess_02145,user_0274,2024-08-03 19:24:00,2024-08-03 19:38:00,2024-08-03,3
sess_02146,user_0274,2024-11-25 14:28:00,2024-11-25 15:19:00,2024-11-25,7
sess_02147,user_0274,2024-09-07 14:57:00,2024-09-07 15:15:00,2024-09-07,8
sess_02148,user_0274,2024-12-05 08:00:00,2024-12-05 08:11:00,2024-12-05,4
sess_02149,user_0274,2024-07-24 09:31:00,2024-07-24 09:46:00,2024-07-24,3
sess_02150,user_0274,2024-11-30 08:01:00,2024-11-30 08:51:00,2024-11-30,6
sess_02151,user_0275,2024-12-27 15:10:00,2024-12-27 15:16:00,2024-12-27,3
sess_02152,user_0275,2024-08-08 17:02:00,2024-08-08 17:05:00,2024-08-08,7
sess_02153,user_0275,2024-02-08 20:52:00,2024-02-08 21:15:00,2024-02-08,4
sess_02154,user_0275,2024-10-06 09:36:00,2024-10-06 10:04:00,2024-10-06,3
sess_02155,user_0275,2024-01-30 15:16:00,2024-01-30 15:17:00,2024-01-30,4
sess_02156,user_0275,2024-04-10 11:48:00,2024-04-10 11:52:00,2024-04-10,4
sess_02157,user_0275,2024-03-14 18:25:00,2024-03-14 18:26:00,2024-03-14,2
sess_02158,user_0275,2024-05-15 17:17:00,2024-05-15 17:25:00,2024-05-15,8
sess_02159,user_0275,2024-09-25 10:24:00,2024-09-25 10:35:00,2024-09-25,6
sess_02160,user_0275,2024-05-21 10:30:00,2024-05-21 10:57:00,2024-05-21,5
sess_02161,user_0275,2024-02-08 18:08:00,2024-02-08 18:27:00,2024-02-08,4
sess_02162,user_0275,2024-03-24 14:02:00,2024-03-24 14:18:00,2024-03-24,3
sess_02163,user_0275,2024-03-23 13:59:00,2024-03-23 14:07:00,2024-03-23,6
sess_02164,user_0275,2024-06-21 19:38:00,2024-06-21 20:18:00,2024-06-21,8
